"11Giraffes","https://manage.11giraffes.com/","{\"learned_xpath_password_xpath\": \"/html/body/form/div[2]/div[6]/div/table/tbody/tr[1]/td/div/table/tbody/tr[1]/td/table/tbody/tr[4]/td/input\", \"learned_xpath_username_xpath\": \"/html/body/form/div[2]/div[6]/div/table/tbody/tr[1]/td/div/table/tbody/tr[1]/td/table/tbody/tr[2]/td/input\", \"learned_xpath_username\": \"#ctl00_ContentPlaceHolder1_LoginView1_Login1_UserName\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click_xpath\": \"/html/body/form/div[2]/div[6]/div/table/tbody/tr[1]/td/div/table/tbody/tr[1]/td/table/tbody/tr[7]/td/input\", \"learned_xpath_click\": \"#ctl00_ContentPlaceHolder1_LoginView1_Login1_LoginButton\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#ctl00_ContentPlaceHolder1_LoginView1_Login1_Password\"}"
"Amazon Developer","https://www.amazon.com/ap/signin?openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&pageId=mas_dev_portal2&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.mode=checkid_setup&openid.assoc_handle=mas_dev_portal&openid.return_to=https%3A%2F%2Fdeveloper.amazon.com%2Fap_login.html&language=en_US&openid.pape.max_auth_age=1","{\"learned_xpath_click\": \"#signInSubmit-input\", \"learned_xpath_password\": \"#ap_password\", \"learned_xpath_username\": \"#ap_email\"}"
"Amazon UK","https://www.amazon.co.uk/ap/signin?_encoding=UTF8&openid.assoc_handle=gbflex&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.co.uk%2Fgp%2Fyourstore%2Fhome%3Fie%3DUTF8%26ref_%3Dnav_custrec_signin","{\"learned_xpath_username\": \"#ap_email\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click\": \"#signInSubmit\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#ap_password\"}"
"AmazonSmile","https://smile.amazon.com/","{\"learned_xpath_click\": \"#signInSubmit\", \"learned_xpath_password\": \"#ap_password\", \"learned_xpath_username\": \"#ap_email\"}"
"American Express Online","https://www.americanexpress.com/","{\"learned_xpath_click\": \"#loginLink\", \"learned_xpath_password\": \"#Password\", \"learned_xpath_username\": \"#Username\"}"
"Anaplan","https://sdp.anaplan.com/frontdoor/login","{\"learned_xpath_click\": \"BUTTON[class\\u003d\\u0027actionButton button blue\\u0027][name\\u003d\\u0027submit\\u0027][accesskey\\u003d\\u0027L\\u0027][tabindex\\u003d\\u00274\\u0027][type\\u003d\\u0027submit\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Angie's List","https://my.angieslist.com/angieslist/login.aspx","{\"learned_xpath_click\": \"#ctl00_ContentPlaceHolderMainContent_LoginControl_LoginButton\", \"learned_xpath_password\": \"#UserPasswordTextbox\", \"learned_xpath_username\": \"#UserNameTextbox\"}"
"Anthem Online Services - Anthem Life","https://pd2.secure.anthem.com/compassi/public/login.jsp","{\"learned_xpath_click\": \"HTML BODY FORM TABLE TBODY TR TD TABLE TBODY TR TD TABLE TBODY TR TD INPUT[name\\u003d\\u0027btnLogin\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Anybill","https://secure-platform.anybill.com/login.aspx","{\"learned_xpath_click\": \"#loginBtn\", \"learned_xpath_password\": \"#txtPassword\", \"learned_xpath_username\": \"#txtUsername\"}"
"AON","https://beplb02.portal.hewitt.com/web/rai/welcome","{\"learned_xpath_click\": \"#_ParticipantLogon12_WAR_Auth12portlet_logOn\", \"learned_xpath_password\": \"#_ParticipantLogon12_WAR_Auth12portlet_password\", \"learned_xpath_username\": \"#_ParticipantLogon12_WAR_Auth12portlet_userId\"}"
"API2Cart","https://app.api2cart.com/#login","{\"learned_xpath_username\": \"FORM[id\\u003d\\u0027loginForm\\u0027] INPUT[id\\u003d\\u0027account_email\\u0027]\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click\": \"BUTTON[type\\u003d\\u0027submit\\u0027][class\\u003d\\u0027btn btn-green\\u0027][name\\u003d\\u0027group_submit\\u0027]\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"FORM[id\\u003d\\u0027loginForm\\u0027] INPUT[id\\u003d\\u0027account_password\\u0027]\"}"
"Apollo","https://launchpad.apollohq.com/","{\"learned_xpath_click\": \"BUTTON[tabindex\\u003d\\u00274\\u0027][type\\u003d\\u0027submit\\u0027]\", \"learned_xpath_password\": \"#login-password\", \"learned_xpath_username\": \"#login-username\"}"
"App Annie","https://www.appannie.com/account/login/","{\"learned_xpath_click\": \"#submit\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#email\"}"
"app.keysurvey.com","https://app.keysurvey.com/Member/UserAccount/UserLogin.do","{\"learned_xpath_click\": \"#loginButton\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#login\"}"
"Appature Inc","https://em.appatureinc.com/login","{\"learned_xpath_click\": \"HTML BODY DIV FORM TABLE TBODY TR TD FIELDSET TABLE TBODY TR TD INPUT.large[name\\u003d\\u0027action\\u0027]\", \"learned_xpath_password\": \"#retPassword\", \"learned_xpath_username\": \"#retEmail\"}"
"Appcelerator","https://my.appcelerator.com/auth/login","{\"learned_xpath_click\": \"#submit\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"AppDynamics","https://login.appdynamics.com/sso/authenticate/","{\"learned_xpath_username\": \"#id_username\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click\": \"A[class\\u003d\\u0027cta-button _2016\\u0027] BUTTON[type\\u003d\\u0027submit\\u0027]\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#id_password\"}"
"Apperian","https://ease.apperian.com/index.php/login","{\"learned_xpath_click\": \"INPUT[type\\u003d\\u0027submit\\u0027]\", \"learned_xpath_password\": \"#login_password\", \"learned_xpath_username\": \"#login_email\"}"
"Applane","http://afe.applane.com/afelogin.html","{\"learned_xpath_click\": \"#signin\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#emailid\"}"
"Apple","https://idmsa.apple.com/IDMSWebAuth/login.html?appIdKey=af1139274f266b22b68c2a3e7ad932cb3c0bbe854e13a79af78dcc73136882c3&path=/signin/?referrer%3D/account/manage&sslEnabled=true","{\"learned_xpath_click\": \"DIV#bot-nav A SPAN\", \"learned_xpath_password\": \"#accountpassword\", \"learned_xpath_username\": \"#accountname\"}"
"ApplicantStack","http://www.applicantstack.com/login","{\"learned_xpath_click\": \"#submit\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"AppNexus","https://console.appnexus.com/","{\"learned_xpath_click\": \"BUTTON[class\\u003d\\u0027anx btn btn-login\\u0027]\", \"learned_xpath_password\": \"#anxs-login-password\", \"learned_xpath_username\": \"#anxs-login-username\"}"
"appnomic","http://www.appnomic.com/user","{\"learned_xpath_click\": \"#edit-submit\", \"learned_xpath_password\": \"#edit-pass\", \"learned_xpath_username\": \"#edit-name\"}"
"Apptio","http://www.apptio.com/user","{\"learned_xpath_click\": \"#edit-submit\", \"learned_xpath_password\": \"#edit-pass\", \"learned_xpath_username\": \"#edit-name\"}"
"Apptus","http://zone.apptus.com/login.action","{\"learned_xpath_click\": \"#loginButton\", \"learned_xpath_password\": \"#os_password\", \"learned_xpath_username\": \"#os_username\"}"
"AppVault","https://appvault.com/events/index.aspx","{\"learned_xpath_click\": \"#ctl00_pageContent_cultivateLogin_btnLogin\", \"learned_xpath_password\": \"#ctl00_pageContent_cultivateLogin_txtPassword\", \"learned_xpath_username\": \"#ctl00_pageContent_cultivateLogin_txtLoginId\"}"
"Aqayo","https://app.aqayo.com/map/","{\"learned_xpath_click\": \"HTML BODY DIV FORM DIV DIV DIV DIV INPUT.button_login.mt20:nth-child(11)\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"ArcGIS","https://www.arcgis.com/home/signin.html","{\"learned_xpath_username\": \"#user_username\", \"learned_doc_id_username\": \"0\", \"learned_xpath_click\": \"#signIn\", \"learned_doc_id_password\": \"0\", \"learned_doc_id_click\": \"0\", \"learned_xpath_password\": \"#user_password\"}"
"Archer","https://egrc.archer.rsa.com/Default.aspx","{\"learned_xpath_click\": \"#btnLogin\", \"learned_xpath_password\": \"#txtpassword\", \"learned_xpath_username\": \"#txtUserName\"}"
"Arena Solutions - BOM Contorl","https://app.bom.com/","{\"learned_xpath_click\": \"#app-login-button\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#inputform\"}"
"Arena Solutions - File Drop","https://apps.arenasolutions.com/filedrop","{\"learned_xpath_click\": \"#app-login-button\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#inputform\"}"
"Arena Solutions - Parts List","https://apps.arenasolutions.com/partslist/","{\"learned_xpath_click\": \"#app-login-button\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#inputform\"}"
"Arena Solutions - PDX Veiwer","https://apps.arenasolutions.com/exchange","{\"learned_xpath_click\": \"#app-login-button\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#inputform\"}"
"Ariba Exchange","http://exchange.ariba.com/login.jspa","{\"learned_xpath_click\": \"#login-submit\", \"learned_xpath_password\": \"#password01\", \"learned_xpath_username\": \"#username01\"}"
"ASI goalgamiPro","https://ggpro-ie.asiwealthmanager.com/login/","{\"learned_xpath_click\": \"INPUT[type\\u003d\\u0027submit\\u0027][value\\u003d\\u0027Login\\u0027][name\\u003d\\u0027login\\u0027]\", \"learned_xpath_password\": \"INPUT[type\\u003d\\u0027password\\u0027][size\\u003d\\u002730\\u0027][name\\u003d\\u0027password\\u0027]\", \"learned_xpath_username\": \"INPUT[type\\u003d\\u0027text\\u0027][size\\u003d\\u002730\\u0027][name\\u003d\\u0027username\\u0027]\"}"
"Assuresign","https://www.assuresign.net/Login.aspx","{\"learned_xpath_click\": \"#btnLogin\", \"learned_xpath_password\": \"#txtUserPassword\", \"learned_xpath_username\": \"#txtUserName\"}"
"AT&T BusinessDirect Premier","https://wireless.att.com/business/index.jsp","{\"learned_xpath_click\": \"IMG[src\\u003d\\u0027images/buttons/btn_login_dis.gif\\u0027][title\\u003d\\u0027Please complete all required fields indicated by an asterisk (*)\\u0027][class\\u003d\\u0027smartButton\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"athenahealth","https://athenanet.athenahealth.com/1/1/login.esp","{\"learned_xpath_click\": \"#loginbutton\", \"learned_xpath_password\": \"#PASSWORD\", \"learned_xpath_username\": \"#USERNAME\"}"
"Atlassian - Confluence","https://id.atlassian.com/login","{\"learned_xpath_click\": \"#login-submit\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Atmail","https://atmail.com/portal/","{\"learned_xpath_click\": \"#loginSubmit\", \"learned_xpath_password\": \"#inputPassword\", \"learned_xpath_username\": \"#inputUsername\"}"
"Atriis","https://4.atriis.com/iv/login.jsp","{\"learned_xpath_click\": \"INPUT[name\\u003d\\u0027Submit\\u0027][type\\u003d\\u0027submit\\u0027][class\\u003d\\u0027btn\\u0027]\", \"learned_xpath_password\": \"#password_user\", \"learned_xpath_username\": \"#login_user\"}"
"ATT","https://www.att.com/olam/loginAction.olamexecute","{\"learned_xpath_password_xpath\": \"/html/body/div[7]/div/div[5]/div/div/div/form/div[2]/div[2]/div[2]/div[2]/span/span/input\", \"learned_xpath_username_xpath\": \"/html/body/div[7]/div/div[5]/div/div/div/form/div[2]/div[2]/div/div[2]/div/span/span/span/input\", \"learned_xpath_username\": \"#userName\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click_xpath\": \"/html/body/div[7]/div/div[5]/div/div/div/form/div[2]/div[2]/div[3]/button\", \"learned_xpath_click\": \"#loginButton\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#password\"}"
"AtTask","https://customer-sso.workfront.com/help","{\"learned_xpath_click\": \"INPUT[type\\u003d\\u0027submit\\u0027][class\\u003d\\u0027login_form\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Attivio's Developer Network","https://developer.attivio.com/login.action","{\"learned_xpath_click\": \"#loginButton\", \"learned_xpath_password\": \"#os_password\", \"learned_xpath_username\": \"#os_username\"}"
"Attivio's Partner Network","https://partner.attivio.com/login.action","{\"learned_xpath_click\": \"#loginButton\", \"learned_xpath_password\": \"#os_password\", \"learned_xpath_username\": \"#os_username\"}"
"Auction123","http://my.auction123.com/login.aspx","{\"learned_xpath_click\": \"#BodyPlaceHolder_SignInButton\", \"learned_xpath_password\": \"#BodyPlaceHolder_password\", \"learned_xpath_username\": \"#BodyPlaceHolder_userName\"}"
"Authentix","http://authentix.critereon.com/","{\"learned_xpath_click\": \"#cmdLogin\", \"learned_xpath_password\": \"#txtPass\", \"learned_xpath_username\": \"#txtUser\"}"
"Authorize.Net - Reseller/Affiliate","https://account.authorize.net/interfaces/reseller/frontend/login.aspx","{\"learned_xpath_click\": \"#Submit\", \"learned_xpath_password\": \"#x_password\", \"learned_xpath_username\": \"#x_login\"}"
"Autotask","https://www.autotask.net/Mvc/Framework/Authentication.mvc/Authenticate","{\"learned_xpath_username\": \"#UserNameForLogin\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click\": \"#InvokePasswordManager\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#PasswordForLogin\"}"
"Avalara","https://admin-avatax.avalara.net/login.aspx","{\"learned_xpath_click\": \"#ctl00_MainContentPlaceHolder_Login1_Login\", \"learned_xpath_password\": \"#ctl00_MainContentPlaceHolder_Login1_Password\", \"learned_xpath_username\": \"#ctl00_MainContentPlaceHolder_Login1_UserName\"}"
"Avaya","https://engage.avayalive.com/Engage/Login.aspx","{\"learned_xpath_click\": \"DIV[class\\u003d\\u0027shared_buttonPrimary shared_buttonWide\\u0027]\", \"learned_xpath_password\": \"#ctl00_pagebody_Login1_Password\", \"learned_xpath_username\": \"#ctl00_pagebody_Login1_UserName\"}"
"Aveksa Custom Support Portal","https://sso.emc.com/sso/login.htm","{\"learned_xpath_click\": \"BUTTON#loginBtn SPAN\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#user\"}"
"Averiware","https://login.averiware.com/servlet/com.neterp.sumatra.NavScr","{\"learned_xpath_click\": \"HTML BODY FORM TABLE TBODY TR TD TABLE TBODY TR TD TABLE TBODY TR TD TABLE TBODY TR TD TABLE TBODY TR TD INPUT[name\\u003d\\u0027image\\u0027]\", \"learned_xpath_password\": \"#tf_passWord\", \"learned_xpath_username\": \"#tf_userName\"}"
"AWeber","https://www.aweber.com/login.htm","{\"learned_xpath_click\": \"BUTTON[class\\u003d\\u0027ladda-button steel-shadow wide login-button\\u0027][tabindex\\u003d\\u00273\\u0027][data-style\\u003d\\u0027slide-right\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Axeda Developer Connection","http://developer.thingworx.com/login","{\"learned_xpath_username\": \"#email\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click\": \"BUTTON[type\\u003d\\u0027submit\\u0027][class\\u003d\\u0027btn btn-primary btn-lg\\u0027]\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#password\"}"
"Axentis","https://www.axentisenterprise.com/AE/Enterprise/AELogin.aspx","{\"learned_xpath_click\": \"#ctl00_AELoginContent_btnLogin\", \"learned_xpath_password\": \"#ctl00_AELoginContent_txtPassword\", \"learned_xpath_username\": \"#ctl00_AELoginContent_txtUsername\"}"
"Axosoft - OnTime","https://store.axosoft.com/login.aspx","{\"learned_xpath_click\": \"#btnLogin\", \"learned_xpath_password\": \"#txtPassword\", \"learned_xpath_username\": \"#txtEmailAddress\"}"
"Ayco Financial Networks","https://www.aycofinancialnetwork.com/member/login.aspx","{\"learned_xpath_click\": \"#_prvCtlLoginWrapper__prvFormButtonLogin\", \"learned_xpath_password\": \"#_prvCtlLoginWrapper__prvCtlLoginBoxControl__prvCtlTextBoxPassword\", \"learned_xpath_username\": \"#_prvCtlLoginWrapper__prvCtlLoginBoxControl__prvCtlTextBoxUserID\"}"
"B-Kin Software","http://www.b-kin.com/EN/","{\"learned_xpath_click\": \"#ctl00_ContentPlaceHolder1_Login1_ImageButtonLogin\", \"learned_xpath_password\": \"#ctl00_ContentPlaceHolder1_Login1_TextBoxPwd\", \"learned_xpath_username\": \"#ctl00_ContentPlaceHolder1_Login1_TextBoxUser\"}"
"Bango","http://managementtools.bango.com/protected/user/mt_login.aspx","{\"learned_xpath_click\": \"#ctl00_MainContent_btnLogin\", \"learned_xpath_password\": \"#ctl00_MainContent_txtLoginPassword\", \"learned_xpath_username\": \"#ctl00_MainContent_txtLoginEmail\"}"
"Bank of America CashPro","https://cashproonline.bankofamerica.com/AuthenticationFrameworkWeb/cpo/login/public/loginMain.faces","{\"learned_xpath_click\": \"[id\\u003d\\u0027loginRight:login_form:loginButton\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"[id\\u003d\\u0027loginRight:login_form:userId\\u0027]\"}"
"Base CRM","https://core.futuresimple.com/sales/users/login","{\"learned_xpath_click\": \"BUTTON[class\\u003d\\u0027btn btn-large btn-primary\\u0027]\", \"learned_xpath_password\": \"#user_password\", \"learned_xpath_username\": \"#user_email\"}"
"Beanstalkapp","https://login.beanstalkapp.com/session/new","{\"learned_xpath_click\": \"INPUT[type\\u003d\\u0027submit\\u0027][title\\u003d\\u0027Log into Beanstalk\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Beeline","https://prod2.beeline.com/fis/Security/NewLogin.aspx","{\"learned_xpath_username\": \"#beelineForm_UserLoginForm_userNameText\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click\": \"#beelineForm_loginButtonLink\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#beelineForm_UserLoginForm_passwordText\"}"
"Benchmark Email","https://ui.benchmarkemail.com/Login","{\"learned_xpath_username\": \"#login\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click\": \"A[tabindex\\u003d\\u00273\\u0027][class\\u003d\\u0027ladda-button button radius expand\\u0027][href\\u003d\\u0027javascript:onClick();\\u0027]\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#password\"}"
"Benefitfocus Online Enrollment","https://secure2.benefitfocus.com/go/bfi/","{\"learned_xpath_click\": \"#log-in-command\", \"learned_xpath_password\": \"#j_password\", \"learned_xpath_username\": \"#j_username\"}"
"Benetrac","https://www.eenroller.net/btrac/broker.asp","{\"learned_xpath_click\": \"HTML BODY DIV DIV DIV FORM DIV TABLE TBODY TR TD INPUT.commandButton[name\\u003d\\u0027Login\\u0027]\", \"learned_xpath_password\": \"HTML BODY DIV DIV DIV FORM DIV TABLE TBODY TR TD INPUT[name\\u003d\\u0027TBPassword\\u0027]\", \"learned_xpath_username\": \"#TBUserName\"}"
"Benevity Social Ventures","http://www.bcorporation.net/user/login","{\"learned_xpath_click\": \"#edit-submit\", \"learned_xpath_password\": \"#edit-pass\", \"learned_xpath_username\": \"#edit-name\"}"
"Benu - ClearBenefits","https://www.clearbenefits.com/cb/home.asp","{\"learned_xpath_click\": \"A[href\\u003d\\u0027JavaScript:go()\\u0027]\", \"learned_xpath_password\": \"INPUT[type\\u003d\\u0027password\\u0027][size\\u003d\\u002730\\u0027][name\\u003d\\u0027txtpd\\u0027][tabindex\\u003d\\u00272\\u0027][maxlength\\u003d\\u002720\\u0027]\", \"learned_xpath_username\": \"INPUT[type\\u003d\\u0027text\\u0027][name\\u003d\\u0027txtusr\\u0027][size\\u003d\\u002730\\u0027][maxlength\\u003d\\u0027100\\u0027][tabindex\\u003d\\u00271\\u0027]\"}"
"Bidspeed","http://www.fedbidspeed.com/login/#sthash.XhFQCJbz.dpbs","{\"learned_xpath_click\": \"INPUT[id\\u003d\\u0027cmdLogin\\u0027][value\\u003d\\u0027Login\\u0027]\", \"learned_xpath_password\": \"HEADER[id\\u003d\\u0027main-header\\u0027] FORM INPUT[id\\u003d\\u0027txtPassword\\u0027]\", \"learned_xpath_username\": \"HEADER[id\\u003d\\u0027main-header\\u0027] FORM INPUT[id\\u003d\\u0027txtUserID\\u0027]\"}"
"BigCenter","https://www.bigcenter.com/clientlogin.html","{\"learned_xpath_click\": \"INPUT[type\\u003d\\u0027submit\\u0027][value\\u003d\\u0027Login\\u0027][class\\u003d\\u0027FormTxt\\u0027][name\\u003d\\u0027Submit\\u0027]\", \"learned_xpath_password\": \"INPUT[type\\u003d\\u0027password\\u0027][autocomplete\\u003d\\u0027off\\u0027][maxlength\\u003d\\u002750\\u0027][class\\u003d\\u0027FormTxt\\u0027][name\\u003d\\u0027txtPassword\\u0027]\", \"learned_xpath_username\": \"#txtUserName\"}"
"BigCommerce","https://login.bigcommerce.com/login","{\"learned_xpath_click\": \"INPUT[type\\u003d\\u0027submit\\u0027][name\\u003d\\u0027commit\\u0027][class\\u003d\\u0027login-form-button button small-16\\u0027]\", \"learned_xpath_password\": \"#user_password\", \"learned_xpath_username\": \"#user_email\"}"
"BigWebApps","https://app.bigwebapps.com/","{\"learned_xpath_click\": \"#LogOn1_LogOn_LogOnButton\", \"learned_xpath_password\": \"#LogOn1_LogOn_PasswordTextBox_txt\", \"learned_xpath_username\": \"#LogOn1_LogOn_LoginTextBox_txt\"}"
"BillingOrchard","http://login.billingorchard.com/","{\"learned_xpath_password_xpath\": \"/html/body/div[2]/div/form/div/div/div/table/tbody/tr[2]/td[2]/input\", \"learned_xpath_username_xpath\": \"/html/body/div[2]/div/form/div/div/div/table/tbody/tr[1]/td[2]/input\", \"learned_xpath_username\": \"#userMain\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click_xpath\": \"/html/body/div[2]/div/form/div[2]/input\", \"learned_xpath_click\": \"INPUT[type\\u003d\\u0027submit\\u0027][name\\u003d\\u0027Submit\\u0027][border\\u003d\\u00270\\u0027][alt\\u003d\\u0027Login\\u0027][class\\u003d\\u0027standardButtonCenter\\u0027]\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#passMain\"}"
"Billtrust - CustomerCare","https://secure.billtrust.com/customercare.php","{\"learned_xpath_click\": \"INPUT[width\\u003d\\u0027110\\u0027][type\\u003d\\u0027submit\\u0027][height\\u003d\\u002745\\u0027][border\\u003d\\u00270\\u0027][name\\u003d\\u0027enroll\\u0027][class\\u003d\\u0027signinButton\\u0027]\", \"learned_xpath_password\": \"INPUT[type\\u003d\\u0027password\\u0027]\", \"learned_xpath_username\": \"INPUT[name\\u003d\\u0027Username\\u0027]\"}"
"Bioclinica- Customer Portal Login","http://www.bioclinica.com/customer-portal-login","{\"learned_xpath_click\": \"#Form_Form_action_storeContactData\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Bioclinica- Report Portal Login","https://portal.bioclinica.com/bioreportportal/Index.aspx","{\"learned_xpath_click\": \"#login\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Birst","https://login.bws.birst.com/Login.smi","{\"learned_xpath_click\": \"#LoginForm2_LoginButton\", \"learned_xpath_password\": \"#LoginForm2_Password\", \"learned_xpath_username\": \"#LoginForm2_UserName\"}"
"Bitbucket","https://bitbucket.org/account/signin/","{\"learned_xpath_username\": \"#js-email-field\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click\": \"INPUT[class\\u003d\\u0027large-blue-button selenium-login-submit aui-button-primary\\u0027][type\\u003d\\u0027submit\\u0027]\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"#js-password-field\"}"
"Bizmanualz","https://www.bizmanualz.com/my-account","{\"learned_xpath_click\": \"INPUT[type\\u003d\\u0027submit\\u0027][value\\u003d\\u0027Login\\u0027][name\\u003d\\u0027login\\u0027][class\\u003d\\u0027woocommerce-Button button\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Blackboard Collaborate","https://sas.elluminate.com/site/external/login/user","{\"learned_xpath_click\": \"#submit\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Blackboard Connect","https://www.blackboardconnect.com/signin/default.aspx","{\"learned_xpath_click\": \"#ctl00_cphBody_btnSubmit\", \"learned_xpath_password\": \"#ctl00_cphBody_txtPassword\", \"learned_xpath_username\": \"#ctl00_cphBody_txtUsername\"}"
"Blackboard Engage","https://www.edline.net/Index.page","{\"learned_xpath_click\": \"#signIn\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#screenName\"}"
"Bloomberg","https://login.bloomberg.com/","{\"learned_xpath_click\": \"BUTTON[type\\u003d\\u0027submit\\u0027][class\\u003d\\u0027login-register__submit\\u0027]\", \"learned_xpath_password\": \"INPUT[type\\u003d\\u0027password\\u0027][name\\u003d\\u0027password\\u0027]\", \"learned_xpath_username\": \"INPUT[type\\u003d\\u0027email\\u0027][name\\u003d\\u0027email\\u0027]\"}"
"Bloomfire","https://login.bloomfire.com/","{\"learned_xpath_click\": \"INPUT[class\\u003d\\u0027submit button button_sign-in sign-in button_full\\u0027][name\\u003d\\u0027commit\\u0027][tabindex\\u003d\\u00273\\u0027][type\\u003d\\u0027submit\\u0027]\", \"learned_xpath_password\": \"#user_password\", \"learned_xpath_username\": \"#user_email\"}"
"Blue Cross and Blue Shield of North Carolina","http://www.bcbsnc.com/members/public/?wat_id=blueconnectnc_rd","{\"learned_xpath_click\": \"#login-button\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
"Bluebox","https://lookout.force.com/enterprisepartners/CustomCommunityLogin","{\"learned_xpath_username\": \"INPUT[type\\u003d\\u0027text\\u0027][class\\u003d\\u0027user_email form-control\\u0027][placeholder\\u003d\\u0027Email\\u0027]\", \"learned_doc_id_username\": \"-1\", \"learned_xpath_click\": \"BUTTON[class\\u003d\\u0027login-btn\\u0027][type\\u003d\\u0027button\\u0027]\", \"learned_doc_id_password\": \"-1\", \"learned_doc_id_click\": \"-1\", \"learned_xpath_password\": \"[id\\u003d\\u0027j_id0:login-form:password\\u0027]\"}"
"BlueHornet","http://echo.bluehornet.com/ems/auth/login/","{\"learned_xpath_click\": \"HTML BODY DIV DIV FORM DIV UL LI BUTTON.login.button[name\\u003d\\u0027login\\u0027]\", \"learned_xpath_password\": \"#password\", \"learned_xpath_username\": \"#username\"}"
